Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12
32857_at,Q07890,1690,2665,2864.3,3245.4,4251.4,2719.4,2882.8,2471.6,2017.4,3776,3617.2,2801.6,3333.1,2033.7,5097.2,4538.4,2614,3940.1,3096.2,2523.9,4364,4050.5,3526.1,96.5
32858_at,Q9NPG3,1877.8,2085,2272.8,2841.5,2123.2,1782.9,1934.2,2048.3,2311.4,1724.7,2246.2,1998.8,1776.7,3157.3,1787.9,1896.6,1421.5,1368.4,2011.6,2484.7,2004.3,2652.6,2529.4,42.5
32859_at,P42224,287.4,229.1,324.1,225,205.3,190.7,291.1,102.7,121.5,277.9,203.9,234.8,183.9,260.5,342.7,150.6,255.7,142.3,309.4,381,795.6,193,231.2,5.2
32860_g_at,P42224,5329.8,3419.2,5254.2,4908.1,5552.1,3429,4574.6,3674,3554.2,5634.2,3036.8,3236.9,3875.4,5675.6,4192.1,2887.3,3249.2,2409.7,4833,9291.4,12916.1,4821.2,2037.7,116.5
32861_s_at,P10747,57.1,53.2,60.8,33.6,37.3,49.7,49.8,37.7,77.8,58.8,53.7,21.7,49,33.3,30.5,145.8,97.7,40.7,25.6,53.8,36.2,43.5,49.4,2.6
32862_at,Q14644,481.3,77.5,251.5,73.5,229.4,248.7,357.2,194.9,118.5,177.2,305.5,254.1,123.1,69,268.3,330.7,76.4,324.1,223.8,350.7,270.6,277.1,110.6,9.4
32863_at,Q96NX5,710.1,207.5,307.8,215.4,344.1,137.3,740.3,85.6,777.5,315.1,357.3,299.2,218.6,572.5,582.7,331.8,169.5,513,392.5,319.1,318.2,1009.9,287.5,23.2
32864_at,Q05066,59.7,28.3,85.2,49.9,27.1,61.7,26.9,75.3,163.9,25,40.3,74.4,26.4,44.3,30.9,30.4,28.8,26,73.9,47.7,62.2,21.5,77.6,3.3
32865_at,,63.9,89.7,35.7,144.4,80.2,21.9,53.1,80.2,223,136.1,106.6,144.8,28.6,56.2,112.1,31.7,43.4,34.8,101.3,73.2,112.9,202,84,1.8
32866_at,Q86TH1,3499.4,2874.5,3665.8,3145.4,2357,2339.5,3997.8,3444.4,2648.6,3079.9,3609.6,2973.4,4189.6,2888.1,2802.3,2590.4,4201.7,2900.9,2259.5,2683.7,4153.6,4792.2,2837.6,97.5
32867_at,P24386,54.7,249.7,181.7,78.5,129,118,34.7,214.6,233.2,111.8,171,33.4,560.2,331.3,211.7,322.7,245,325.3,206.9,163.5,60.8,188.4,386.9,8.4
32868_at,Q08188,141.5,468.7,203.7,382.3,260.3,123.5,455.9,158.3,403.7,299.4,118.5,491.9,259.9,449.9,210.7,163.2,458.2,182.9,433.2,306.6,494.5,259.4,562.6,14.9
32869_at,P49959,429.8,416.2,462.7,376.1,183.7,315.9,421,365.9,336.9,342.1,381.2,78.1,331,261.6,414.2,380.5,437.8,275.4,410,533.1,321.5,284.1,440.5,18.3
32870_g_at,P49959,592.6,348.2,318,425.5,340.9,325.9,513.7,373.2,632.9,513.4,394.7,361.5,456.5,554,326,581,264,255.5,513.1,289.4,371,162.4,455.8,17
32871_at,!?,212.8,27.2,136.3,35.2,110.5,59.7,197.2,40.8,217,65.9,111.4,66.2,186.7,29.9,40.8,157.8,28.1,17.7,74.6,75,134.9,270.1,91.2,5.7
32872_at,!?,504.9,437,985.7,739.2,609.6,410.7,685.5,340.3,1261.7,868.2,641.8,735.1,448.2,845.5,339.3,745.1,495.4,471.4,929.9,497.1,672.8,638.6,369.7,21.7
32873_at,Q9NZV8,26.2,118.9,67.7,29.5,76.1,20.1,72.4,71.7,257.1,19.7,62.3,102.1,81.1,15.7,44,18.6,14.4,41.2,22.3,40,29.4,46.9,210.8,2.6
32874_at,P15923,952.4,306.2,640.1,655.9,462.4,990.7,517.5,832.8,824.6,1017.2,847.1,800.8,482,605.4,1105,595.5,751.3,866,594.1,594.7,674.1,749.7,731.3,28.1
32875_at,P08100,116.8,188.3,166.7,110.1,81.8,88.1,93,190.9,116.8,83.4,109,98.3,138.3,78.4,102.5,119,107.3,155.7,78,78.7,154.8,126.9,187.4,4.7
32876_s_at,P08100,94,220.1,112.1,181.7,41.6,58.2,63.3,68.1,150.5,221.4,187.2,568,70.7,128.3,66.8,127.8,70.9,69.5,82.5,69,144.8,279.3,210.8,2.8
32877_i_at,,1364.7,313.8,1146.4,2235,1379.2,4800.6,2544.9,634.1,2480.2,968,1299.4,725.1,1423.5,3265.8,2706.7,4042.2,4910.7,895.4,1983.5,1974,4201.2,2198.1,1950,36.3
32878_f_at,,1607.8,1263.2,2075.7,2084,1276.6,2304.4,1417.1,1623.4,2416.5,1465.8,1423,3173.6,1949.4,1527.1,1341.7,1046.6,1285.5,1727,1380.1,1745.4,2010.6,2205.9,2338.3,40.2
32879_at,,1431.1,624.4,998.2,982.3,356.1,1128.3,1209.6,854.4,1328.9,512.4,601.3,1098.3,1041.7,1402,912,775.2,669,1414.9,966.3,928.3,273.9,791.2,1194.5,54.5
32880_at,O95969,116.4,161.7,116.3,297.9,52.2,76.8,131.7,72.4,174,119.4,69.1,161.9,258.3,264.4,305.3,122.4,535.2,541,204.7,99.3,139.8,209.6,194.8,39.7
32881_at,Q6ZP65,249.9,423.6,1217.6,955.9,355,279.6,1045.6,539.1,816.3,536.4,426.8,855,583.1,241.8,556.9,390.3,821.3,561.5,583.2,564,558.4,582.3,467.5,44.4
32882_at,O75908,509.4,355.7,699,338.5,132.7,247.1,360.5,350.6,596.8,304.5,423.8,607.2,493.3,400.1,506,599.2,648.5,528.5,360.3,384.4,288.6,407,292.6,22.9
32883_at,Q9HCG1,383.6,212,354.8,292.3,341.6,337.9,195.8,458.1,279.3,433.9,252.8,370.8,98,310.2,227.8,202.2,335.8,206.6,238.6,169,241.5,215.8,318,11.4
32884_at,Q9BVI0,294.9,238.7,158.8,64.5,96,51.4,116.5,482.3,235.7,138.5,379.2,318.8,112.8,125.8,119.6,151.9,353.6,227.6,174.5,101.9,131.7,322.3,389,8.3
32885_f_at,P02812,67.5,79.2,67.8,50,23.2,25.4,163.7,74.2,57.5,46,80.8,46.9,62.6,62.9,126.2,62.2,22,99.9,78.8,98.3,158.8,81.9,98.6,2.1
32886_at,P47871,104.6,129.5,164.9,123.3,62.6,90.3,168.9,107.2,124.1,118,226.6,103.9,143.3,175.4,95.4,157.2,97,134.8,88.9,198.7,137.2,179.5,163.8,4.2
32887_at,Q9UPN4,254.3,983.9,287,279.6,407.2,339.2,161.8,156.3,806.7,426.3,147.7,501.7,668.3,142.6,753,744.6,145.5,596.6,409.6,163.6,167.8,148.3,349.3,14.3
32888_at,P29376,3029.4,1749.2,2738.2,1279.4,1611.4,1650.3,1949.5,2034,2655.9,1809.3,2191.2,2361.5,1947.7,2169.8,1904.4,1480.4,2171.5,3208.3,1853.6,1700.5,2001.3,1808.8,2058.7,81.4
32889_at,Q96NL0,264.8,240.5,55.7,76.2,105.5,341.8,271.4,269.6,141.7,280.7,67.1,306.2,302.5,159,411.8,241,55.9,340.4,65.1,94.5,131,110.4,285.6,12.4
32890_at,P43146,19.3,45.3,36.6,152.2,15.8,11.6,23.6,20.2,26.7,16,19,33.6,35,20.6,23.8,34.5,12.8,37.6,27.8,32.8,12.3,13.8,77.5,1.1
32891_at,Q02156,37.9,65.8,67.4,64.4,15.7,32.4,23.2,32.3,77,36.1,61,87.4,33.2,21.2,73.4,63.5,48,60.6,68.3,43,63.9,61.3,63.5,1.6
32892_at,Q15349,839.6,1218.1,583.4,438.5,341.4,572.6,1104.6,524.7,162.7,139.2,1162.2,307.1,1348.8,312.2,563.5,848.9,869.6,525.2,425.1,814.6,893.2,700.1,191.7,23.3
32893_s_at,B5MD39 P19440 P36268 Q14390 Q9BX51,345.2,1047.3,1962.4,365.3,372,594.1,1369.6,1077.6,1467.2,268.9,472.5,826.4,1098.8,1114.6,1036.4,686.3,710.6,818.7,545.9,443.9,244.7,1177.1,623.9,52.9
32894_at,O95081,169,155.9,271.4,168.9,104.2,85.1,186,102.2,195,71.7,128.7,222.9,147.6,137.8,123.7,120.7,203.3,159.3,113.1,143.3,203,168.7,215,6.1
32895_f_at,O95081,167.7,113.3,92.2,109.6,55.8,122.7,105.4,135.5,189.8,85.5,116.6,156.7,131.4,65.5,119.2,93.8,70.4,137,77.9,121.1,86.3,107.3,237.9,4.2
32896_at,,31.1,141,19,139.3,92.4,118.5,33.5,179.5,114.2,68.5,96.5,14.1,94.6,146.4,10.2,117.5,162.9,67,128.3,15.1,78.7,104.7,32.2,6.3
32897_at,P42898,2019.4,658.2,1793.5,1330.7,798.2,1066.6,2365.5,1951.9,2301.6,1370.8,1084.7,1765.5,771.6,1699.6,1255.2,1291.2,1751.1,1570.9,900,543.4,651.7,1429.8,625.3,26.7
32898_at,Q9H568,737,907.4,931.9,607.6,465.3,258.5,664.7,600.8,696.3,649.9,428.9,926.2,666.8,556,427,278.5,533.4,396,645.3,642.4,727.1,811.2,547.8,33.6
32899_s_at,P35398,229,68.3,369.9,56.2,119,57.3,89.7,96.6,79.1,241.1,403.1,332,490.2,200.5,279.7,460.1,394.9,74.9,394.1,371.6,158.8,170,508.2,13.9
328_at,Q03936,100.3,333.3,60.4,137.9,41.5,333,76.4,138.8,240.3,215.4,66.2,88,195.1,306,93.1,212.4,86.8,173,237.4,432.2,124.6,88.2,424.2,17.2
32900_at,Q6ZW31,325.1,257.1,547.1,339.5,192.3,176,463.1,277.2,287.5,208.6,240.5,416.6,522.4,287.9,230.3,339.2,293.1,259.5,208.8,378.8,247,377.1,385.9,11.1
32901_s_at,O00458,665.5,1789.2,865,1381.5,1186.8,1135.7,1366.7,2048.2,581.4,866.8,1265.4,914.5,1030.9,2369.7,1409,2235.5,1272.6,1015.2,2505.9,2003.6,783.3,1274.5,2154.7,43.3
32902_at,P47872,120.6,139.5,205.1,92,189.1,87.3,156.1,131.2,153.3,293.5,137,169.3,173.7,865.7,52.1,145.3,155,181.8,59,84,108.7,145.3,175.7,4.4
32903_at,P36897,282.3,223.3,218.1,131.5,63.2,104.2,82.1,171.1,156.7,152.9,229.5,187.6,45.3,138.7,43.6,136.6,193.2,112.4,112,51,9.2,225.9,307,10.2
32904_at,P14222,1440.9,1913.3,1549.7,402.1,1209.5,1161.8,1208.9,824.8,482.2,354.3,1047.3,1064.4,749.5,1409.8,1718.4,359.2,819.7,329.5,745.2,1271,1712.9,2195.3,1038.2,38
32905_s_at,P20231 Q15661 Q9BZJ3,2810.4,3182.5,1977.5,1321.6,1710,2692.5,2153.3,791.7,1923,2320.3,3693.5,2330.1,2262.7,1497.9,1284.5,1829.9,1796.6,1626.4,1885.7,1986.3,2077,1389.3,2010,199.9
32906_at,P46059,315.4,95.4,373.8,70,89.6,198.2,53.6,416,301.7,146.9,220,383.2,141.5,196.6,161.7,147.2,132.6,197.1,369.9,25.7,184.6,151.5,157.1,11.1
32907_at,!?,700.6,572.5,666.4,718.1,347.2,475.1,204.5,418.9,928.5,163.5,162.7,736,447.2,578.6,927.9,432.5,553,940.4,882.5,254.1,436.2,748.6,526.3,47.5
32908_at,Q9NPG3,141.8,147.2,99.5,290.7,208.8,55.9,118.9,114.4,140.2,89.9,132.5,115.4,120.3,59.5,120.9,83.3,100.7,151.9,111.7,141.6,83,95.4,145.8,5.5
32909_at,P55064,1311.1,1334.5,1821.7,1559.3,769.5,1060.4,1569.1,973.3,1669.8,939.9,1014.5,1040.8,1462.4,1239.2,1304.2,960,966.5,577,1282.2,755.9,1175.3,1625.8,822.2,32.8
32910_at,Q6ZMT4,260.5,205.8,203.6,200.6,54.2,45.3,128.6,158.5,330.6,169,68.4,39.1,122.7,209.4,130.7,178,163.7,162.8,175.9,259.1,91,121.7,181.7,3.6
32911_s_at,!?,206.2,103.5,38.5,89.8,31.9,64.2,246.9,108.6,103,51.5,265.9,24.1,131.3,122.7,121.8,144.5,194.9,69.4,49.1,132.5,142.5,11,59.1,5.6
32912_at,P49335,324.6,241.2,547.7,386.3,307.8,341.4,331.2,228.3,363.3,198.3,312,230.8,347.7,366.1,461.5,417.2,564.1,482.4,476.6,487.8,399.4,710.2,550.8,24.8
32913_i_at,Q8WUQ7,817.3,1201.8,290.3,267.8,511.8,657.2,272.5,1155.6,288.7,175.8,165.4,662.6,699.5,1406.7,262.3,1312.8,745.4,397.9,521.8,466.2,291.3,908,513.6,10.7
32914_f_at,Q8WUQ7,1589.7,1744.4,1666.4,2315.9,2284.2,1786.7,1340.2,1348.7,1810.6,1869.9,1766.5,1639.2,1200.3,2333.4,1606.9,1949.5,3021.3,1709,2034.4,1201.9,1732.5,2375.7,1783.9,23.4
32915_at,,1873.3,1635.6,710.7,1377.1,1024.5,1091.4,2851,864.9,1737.1,1526.1,1309.9,999.3,1660.2,1252.4,1335.5,1091.9,1500.1,1637.5,1687.3,1279.4,1574.7,1709.8,910.6,46.6
32916_at,P23469,85.4,202.7,75.5,172.9,185,263.4,82.1,76.5,270.1,203.4,60.8,62.1,39.3,214,33,122.6,121,66.6,69.4,45.2,165.4,55.4,67.1,1.7
32917_at,P09848,55.9,105.8,28.7,26.8,15.5,14.6,58.8,24.6,145.3,22,95.2,68.4,36.7,24.5,11.3,66.9,43.3,51.6,10.4,40,31.2,93.7,69.9,2
32918_at,,432.9,415.7,158.9,232.3,448,201.9,340.6,136,330.1,200.8,450.3,273.9,450.1,160.4,618.8,238.6,246.7,281,484.1,404.4,217.5,187,254.8,7.6
32919_at,Q86SJ2,620.9,668.6,486,390.2,173.2,402.4,543.9,469.5,717.5,764.5,508.5,706.1,387.1,418.9,755.5,542.6,636,257.4,801,439.5,478.9,306.7,492.6,50.7
32920_at,Q9Y3Q4,214.9,141.6,133.7,87.8,67,126.3,158.1,108.1,217.5,148.1,115.4,172.9,126.3,173.3,202.4,139.3,141.5,90.9,89.6,600.2,464.5,111.5,182.6,6.9
32921_at,,494.1,306.1,345.3,393.3,201.4,297.2,610.1,452.5,512.2,515.3,469.7,756.3,358.7,530.2,218.3,639.9,399,284,517.7,310.2,207,260.4,450,8.7
32922_at,,164.3,213.8,157.2,302.3,145.2,141,204.9,358.1,72.2,103.5,54.3,295.5,148.1,187.6,85.9,87.8,40.5,15.2,64.3,53.4,182.7,356.3,87.3,4.3
32923_r_at,P17600,14870,19849.2,22063,13184,8183.9,8013.9,17734.2,10800.2,9031.9,10253.5,15920,13938.9,17972.8,13724.5,11031.7,14604.8,15025.3,20021.9,10692.1,19129.6,19380.6,13770.7,17319.8,451.5
32924_at,Q9Y5R2,148,145.5,105.4,128,139.5,120.4,116,150.9,147.3,154,164.3,161.3,161.4,143.9,164.7,164.6,207.2,188.1,154.7,174.3,177.5,198.2,132.9,9.9
32925_at,O95460,25.9,48.1,70.9,19.3,17.5,72.8,45,68.2,64.4,42.9,19.3,64.3,35.6,44.6,54.9,28.4,19.7,26.7,42,30.3,28.6,66.1,57.5,1.2
32926_at,!?,266.8,69.6,134.1,161.1,141,165.4,16.7,150.6,115,156.6,131.8,101.7,195.9,296,41.9,107.3,135.8,158.8,321,82.5,117.4,429,301.1,3.5
32927_at,,25.3,38.5,49.3,32.9,94.3,19.6,143.9,152.9,42.2,8.4,36.1,69.9,135.6,156.8,125.7,42.7,95.5,54.5,94.6,233.1,147.7,15.7,495.3,5.2
32928_at,Q9UKI9,566.8,360.2,463.6,730.4,119.2,573.5,409.2,573.6,267.1,237.5,314.9,567.9,532.8,316.2,171.2,232.7,438.4,217.5,417.7,460.5,464.7,821.1,451.4,16.8
32929_at,Q86YN1,142.1,158.8,179.9,279.5,121.1,92.2,490.4,195.3,477.6,175.1,199.5,507.1,138.4,670.7,167.6,142,210.5,272.2,155.6,249.4,146.5,186.6,554.6,8.2
32930_f_at,Q8NFZ3,244.5,134.8,220.2,161.5,37.8,145.2,221.4,137.4,83.6,43,348.1,78.1,96.6,21.9,192.7,41.1,77.6,155.8,50,48,193.7,42,181.7,11.2
32931_at,!?,120.3,54.5,185.4,108,62.8,38.6,123,129.3,31.1,84.5,89.3,101.6,94.3,67.1,76.1,61.8,89.9,89.3,57.9,135.5,22.8,82.9,330.7,2.5
32932_at,,164.6,571.2,110.1,253.4,80.2,700.9,230.1,314.3,252.2,268,94.8,22.3,1306.1,248.7,203.7,942.2,302.1,762.1,360.8,167.7,158.8,1624.7,1248.4,13.6
32933_r_at,!?,2448.2,752.6,515.2,788.3,1218.8,739,425.9,2377.2,505,973.4,1874.6,1913.9,525.1,552.6,2654.5,1498.6,998.1,810.3,1116.9,366.3,364.8,4442.9,1628.5,62
32934_i_at,!?,9.7,29.3,52.2,11.1,35.4,6.4,13.5,84.6,25,15.4,133.7,13,8.8,33.7,113.2,45.2,61.4,17.9,243.4,17.3,180.5,7,50.6,1.3
32935_at,,130.6,114.9,32.9,15.7,13,102.2,18,24.8,38.7,103.4,62.7,41.1,34.5,21.7,27.6,20,103.5,25.1,48.5,40.3,14.7,34.1,103.2,2.2
32936_at,P51814,45.7,59.4,116.1,244.4,104.7,278.2,346.2,225.7,196.6,242.1,244.7,169.4,504.1,235.8,285.8,591.2,235.8,354.8,214.4,86,311.4,298.7,217.7,11.8
32937_at,Q9Y2G0,35.3,29.8,28.6,10.3,11.5,26.9,43.2,48.6,42.4,17.5,170.2,34.7,26.8,45.1,70.8,41.3,66.9,19,69.2,20.5,24.3,42.5,66.7,1.3
32938_at,Q9Y2G0,49.3,102.3,93.1,30,20.7,22.9,45,15.5,96.5,26.4,50.6,84.3,57.7,25.7,61.4,53.2,24.8,27.8,38.6,61.9,93.6,54.9,137.6,2.6
32939_g_at,Q9Y2G0,56,70.3,40.8,21.5,34,87.6,178,79,109.9,45.2,56.9,98.7,62,49.8,59.9,46.9,23.4,45.9,73,48.5,38.2,51.7,110.3,2.1
32940_at,Q9Y4X0,165.9,64.6,69.6,154.3,57.2,210.3,161.2,217.8,298.6,186.6,469.1,181.1,354.9,265.8,306.2,166.6,417.1,172.6,195.9,252.6,220.5,213.7,350.4,11.1
32941_at,Q02556,1136.7,499.4,179.4,410.3,578.9,654.9,1105.1,455.8,803.8,565.2,860.7,609.9,220.9,353.6,457.4,492.4,624.6,170.5,242.4,379,221.8,150.6,623.1,9.5
32942_at,O15466,358.3,1023.7,792.4,1308.8,817.8,1200.4,691.6,906,382.1,213.6,952.5,776,649.3,410.9,904.6,684.2,425,1181.6,591.6,642.1,672.9,521.4,334,27.6
32943_at,P09172,582.6,188.9,237.1,303.9,106.1,159.9,475.5,99.7,509.4,119.6,467.9,183.5,198,138.8,117.7,326.6,226.2,479.7,176.9,202.1,231.3,365.4,383.9,16.6
32944_at,Q9Y6N7,381.8,171.8,63.5,232.1,35.8,182.6,169.2,101.7,88.9,196.5,355.2,48.8,366,246.2,250.4,325.8,197.7,149.2,74,253.4,191,246.7,372.2,10.9
32945_i_at,P11226,24.3,24.6,120.7,114.9,6.1,57.9,4.5,21.1,206.5,130.1,5.6,102.9,174.7,214.1,91.6,22.6,95.5,51.9,181.7,36.7,101.6,135.4,73.1,7.5
32946_r_at,P11226,23.9,10.4,14.5,40.6,7.4,4.6,15.1,71.2,14.3,2.3,16.1,10.5,22.1,11.2,36.9,70.8,111.2,91.3,15.2,11.9,77.2,11.6,19.5,4.1
32947_at,Q15858,64.4,40.9,47.6,35.1,31,166.1,14.9,58.4,75.7,20.2,209.7,81.1,48.3,65.5,52.5,191.5,95.8,45.7,26.2,30.6,27.6,107.4,63.4,1.1
32948_at,O75445,29.6,48.4,34.6,5.5,2.5,10.7,68,114.6,12.7,57.6,105.6,90.1,11.4,67,147.5,32.3,45.7,10.9,88.3,104.8,54.3,9.9,134.8,0.6
32949_at,P56555,482.7,584.1,932.9,244.4,314.6,349.5,190.5,588.5,823.2,712.4,505.6,434,584,468.2,695,478.2,470.8,364.1,631.7,602.8,190.4,515.6,589.3,23.4
32950_at,P78424,145,203.8,210,89.3,32.5,70.6,7.3,49.8,196.9,129.3,89.5,288.3,206.2,50,220.8,112.5,23.3,75.1,95.5,201,106,85.3,211.8,3.5
32951_g_at,P78424,72.7,80.4,106.6,64.1,37.9,21.5,145.3,47.5,60.6,27.9,51.5,81,43.9,29.6,83.9,35.6,29.2,54.6,37.2,73.1,56.9,22.2,116.7,2.3
32952_at,P78424,584.7,359.4,793.9,885.2,256.6,185.2,516.4,331.5,255,329.2,279.7,791.7,966.9,632.4,478.2,357.9,402.8,716.6,290.7,1012.3,329.2,454.3,669.7,21.7
32953_at,P06127,284.5,299.8,530.4,162.6,195,147.5,309.3,222.8,247.4,1086.4,186.8,293.9,404.5,354.6,286.7,236.5,307.1,357.6,197.6,556.9,1821.9,343.1,304,7.7
32954_at,Q5UIP0,765.8,1067.6,1329.6,774.7,1752.7,1276.7,992.7,710.6,648.3,1086.5,1261.1,680.7,2192.6,1405.9,1143.8,1711.1,1905.5,1008.2,2200.2,787.7,1488.6,1435.6,1492,54.6
32955_at,O43715,410.2,392.5,585,424.5,452.8,838.4,426,528.1,312.2,474,510.7,476.6,571.9,614.2,699.1,731.6,735.5,685.1,485.4,202.4,450.7,799.2,1104.2,34
32956_at,Q8N0W5,1206.7,1500.7,1682.3,1160.4,654.3,821,1568.2,850.8,1154.1,1153.3,862.2,977.5,778.6,1054,791.8,781.6,1134.4,1120.7,1328.4,1085,1455.5,1845.3,575.9,41.7
32957_g_at,Q8N0W5,374.7,304.7,460.7,377.8,295.5,345.6,617.5,647,125.6,80.3,418.5,215.1,176.2,189.9,502,482.5,422.1,131.9,356.4,377.2,128.4,364.6,256.2,5.7
32958_at,,27.9,44.9,30.4,35.6,11.5,18.6,27.7,50.4,64.6,37.3,134.5,168,47.1,12.6,30.3,184.1,18.2,14.7,44.6,40.8,40.4,33.6,42.8,7.1
32959_at,P15313,631.9,822.6,1007.9,338.2,261,339.9,609.2,638.2,133.7,492.5,528.7,631.8,534.7,500,469.7,651.7,631.5,651.6,508,583.5,346.9,667.9,900.4,16
32960_at,Q99835,135,219.8,265.4,162,116.1,117.8,215.2,271.9,276,194.8,199.6,283.4,172.6,143.8,180.8,172.3,145,184.6,127.7,137.9,164.3,163.8,181,7.6
32961_at,Q7Z401,293.9,427.2,173.8,220.1,268.9,268.3,143.1,457.3,242.9,437.7,272.2,216.1,343.6,415.7,297.2,280.6,272,180.7,292.1,218.8,169.6,204.6,207.8,14
32962_at,P32929,120.4,75.5,58.2,150.8,91.9,116.9,24.5,205.8,55.3,154,123.6,112.4,282.5,307.4,220.2,533.2,315.8,208.3,356.5,124.5,257.4,136.9,434.6,1.9
32963_s_at,Q9NQL2,2047.1,2233.5,3891.3,3944.7,4904.6,3111,3124.3,4776.4,3364.3,3924.7,5015,5190.4,3800.8,2936.2,4305.7,3657.7,2512.8,2734.6,2537.6,2617,3420.7,9150.8,4008.8,262.8
32964_at,Q14246,676.2,196.6,602.4,347.1,141.2,142.1,579.8,326,343.1,63.8,310.6,547.6,475.3,547.5,232,447.3,754.3,649.7,317.8,335.2,673.6,1062.6,257.4,2.1
32965_f_at,!?,1376.2,1726.8,2314.1,1319.9,1210.3,840,1578.3,1496.4,1824.1,1714,1037.3,1278.3,2411.4,1976.4,900.8,1525.7,890.9,1197.3,1186.7,1513.8,1440.5,2058.7,1490.8,54
32966_at,Q13790,242.4,42.5,45.3,240.3,83.3,45.6,49.3,35.4,167.2,213.3,264.8,50.5,242.2,40.8,193.9,56.1,54.9,50.2,64.6,170.9,68.6,45,118,2.5
32967_at,O60667,852.4,227.5,344.1,613.7,671.5,829.9,307.7,895.8,1113,520.1,751.4,700.6,219.7,187.1,281.2,230.8,373.8,200.2,437.7,853.8,314.9,719.4,907.6,34.4
32968_s_at,Q9BYH1,827.4,999.7,655.5,770.8,470.5,648.3,841.9,666.7,598,503.1,1154,798.9,1017.4,695.4,951.8,997.8,730,1132.3,936.9,715.6,519.2,861.1,996.5,48.2
32969_r_at,O15240,349.6,439.9,321,308.6,690.3,248.7,374.6,233.9,400.8,266.1,968.7,332.1,418.5,247.4,248.1,377.6,423.6,1145.9,343.9,1536.6,463.5,252.4,567.9,15.3
32970_f_at,Q5JVS0,1022,772.5,1318.9,299.2,192.2,920.1,608.4,760.6,832,609.6,488.6,626.8,750.5,229.5,565,570.4,860.4,571,96.9,850.5,108.5,774.6,704.6,4.8
32971_at,Q15884,5515.9,5403.7,5634.7,7969,4505.9,4696.9,5474.3,4406.6,2660.7,5772.4,6893.1,4885.7,7677.2,8504.6,6416.3,5859.5,9364.6,6049.3,5829.8,9160.3,7210.3,4295.7,6622.1,236.8
32972_at,Q9Y5S8,26.3,21.1,128.9,55.6,98.1,102.2,166.7,131.9,97.6,76.1,231.3,133.7,29.9,96.9,166.7,86.5,80.1,81,60.2,16.6,132.8,103.6,61.6,4
32973_s_at,Q9Y5S8,150.5,247.6,152.9,121.1,86.4,141.8,96.4,106,232.4,238.6,126.8,238.8,150.8,126.9,150.9,161.1,111.8,65.9,119.7,198.7,126.8,128.1,169.3,4.8
32974_at,Q13868,269.8,122.8,215.3,76.6,246.1,320.7,461.9,272.1,417.4,91.1,161.1,124,149.1,235,151.4,376,133.3,102.1,194.8,448,175.2,111.5,226.4,4.8
32975_g_at,Q13868,2010.8,2081.2,1747.2,1899.9,1595.2,1358.8,2258,1959.2,2017.5,1695.4,2367,2802.7,1895.8,1623.2,2733,2234.8,1881.8,2125.9,1652.5,2788.9,947.9,2716.9,1500.9,53
32976_s_at,Q9Y462,42.9,167.2,48.7,16.5,42.1,27.5,98.5,167.4,189.6,96.1,216,164.3,110.6,288.5,38.1,80.4,203,25.7,149.4,91.1,42.5,129.5,258.6,2.8
32977_at,Q9Y4F9,2287.1,2469.3,1817.5,2948.8,1903.1,1650.2,2051.5,2524.9,1997.8,1737.1,1925.2,1344.7,2387.8,2733.2,1689.5,2624.2,3142.2,3649.3,2387,3910.7,2993.4,2166.3,2335.3,84.1
32978_g_at,Q9Y4F9,113.8,109.9,407.5,247.4,213.1,393.2,213.8,466.7,76.1,65.5,101.5,129.4,253.2,701.3,132,827.1,396.8,396.2,256.1,337.5,135.9,483.9,411.2,14.4
32979_at,Q13480,407.6,521.9,264.9,146.9,157.1,393.8,233.4,231.3,81.9,242.4,183.8,102.3,804.4,281.7,335.5,892.9,382.2,469.2,400.6,352.5,370.2,130,307.3,9.6
32980_f_at,P62807,856.6,1253.3,858.3,529.7,474.9,1003.7,863.3,583.3,1210,571.9,869.9,773,1203.3,866.5,1215.9,1026.7,992.8,1253.6,1021.6,1754.2,722,876,1228.8,46.4
32981_at,P48764,60,177.2,247.9,94,53.9,105.5,103.5,134.5,174.6,90.8,91.1,196,147,76,139.1,108.5,157.1,137.6,115.3,95,207.8,101.6,172.1,5.1
32982_at,!?,16.2,114.9,20.7,18.8,6.4,10.1,77.9,54.7,177.3,19.9,44.7,57.6,6.3,98.1,20.4,9.8,78.3,157.2,74.5,119,70.8,153.9,22.6,1.3
32983_at,P35368,138,232.4,142.9,185.7,86.5,128.6,645.9,162.1,240.3,139.5,568.3,294.6,239.9,729.5,209.9,331.9,565.8,388.6,178.5,224,548.3,441.8,412.6,7.1
32984_s_at,P51800 P51801,123.6,74.4,102.5,69.4,41.5,58.3,127.4,126.9,96.6,79,54.3,145.8,153.1,99,81.7,66.6,87.8,85.4,78.7,105.4,117.8,80.8,228.5,2.9
32985_at,Q9NSC2,10,25.4,52.1,83,62.1,39.5,5.7,119.6,122.3,46,20,100.6,79.5,80.3,118.5,59.6,33.3,87,6.1,118,82.2,104.7,35.8,4.2
