Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
401	a	sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	246	16.30	Homo sapiens OX=9606	Proteasome subunit alpha type-6 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
402	a	sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	191	20.40	Homo sapiens OX=9606	Cell division control protein 42 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	9C(57.0215)		
403	a	sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	21.40	Homo sapiens OX=9606	Ras-related protein Rab-14 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2C(57.0215)		
404	a	sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	12.20	Homo sapiens OX=9606	Actin-related protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	28C(57.0215)		
405	a	sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	16.70	Homo sapiens OX=9606	40S ribosomal protein S3a 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2C(57.0215)		
406	a	sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	15.20	Homo sapiens OX=9606	60S ribosomal protein L26 	1:Experimental evidence at protein level	1.0000	0.9989	2	0	2	3	0	3	     0	     0	     0			sp|Q9UNX3|RL26L_HUMAN
407	a	sp|P61289|PSME3_HUMAN	P61289	PSME3_HUMAN	PSME3	254	16.90	Homo sapiens OX=9606	Proteasome activator complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	5C(57.0215)		
408	a	sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	9.80	Homo sapiens OX=9606	60S ribosomal protein L15 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
409	a	sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	23.50	Homo sapiens OX=9606	60S ribosomal protein L27 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
410	a	sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	26.90	Homo sapiens	Beta-2-microglobulin 	1:Experimental evidence at protein level	1.0000	0.9936	2	2	2	2	2	2	     0	     0	     0	6C(57.0215)		
411	a	sp|P61970|NTF2_HUMAN	P61970	NTF2_HUMAN	NUTF2	127	33.90	Homo sapiens OX=9606	Nuclear transport factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	17C(57.0215)		
412	a	sp|P61978|HNRPK_HUMAN	P61978	HNRPK_HUMAN	HNRNPK	463	38.20	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein K 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	18	18	18	     0	     0	     0	29C(57.0215), 5C(57.0215), 6C(57.0215), N-term(42.0106)		
413	a	sp|P62081|RS7_HUMAN	P62081	RS7_HUMAN	RPS7	194	26.80	Homo sapiens OX=9606	40S ribosomal protein S7 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
414	a	sp|P62140|PP1B_HUMAN	P62140	PP1B_HUMAN	PPP1CB	327	30.00	Homo sapiens OX=9606	Serine/threonine-protein phosphatase PP1-beta catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	14C(57.0215), 2C(57.0215)		
415	a	sp|P62191|PRS4_HUMAN	P62191	PRS4_HUMAN	PSMC1	440	20.00	Homo sapiens OX=9606	26S proteasome regulatory subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	10C(57.0215), 7C(57.0215)		
416	a	sp|P62195|PRS8_HUMAN	P62195	PRS8_HUMAN	PSMC5	406	14.30	Homo sapiens OX=9606	26S proteasome regulatory subunit 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	8C(57.0215)		
417	a	sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	32.70	Homo sapiens OX=9606	40S ribosomal protein S8 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
418	a	sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	17.70	Homo sapiens OX=9606	40S ribosomal protein S15a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
419	a	sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	16.40	Homo sapiens OX=9606	40S ribosomal protein S16 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
420	a	sp|P62258|1433E_HUMAN	P62258	1433E_HUMAN	YWHAE	255	38.00	Homo sapiens OX=9606	14-3-3 protein epsilon 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	8	7	7	     0	     0	     0			
421	a	sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	13.20	Homo sapiens OX=9606	40S ribosomal protein S18 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
422	a	sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	18.50	Homo sapiens OX=9606	40S ribosomal protein S13 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
423	a	sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	28.50	Homo sapiens OX=9606	40S ribosomal protein S11 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	13C(57.0215), 9C(57.0215)		
424	a	sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	20.20	Homo sapiens OX=9606	Small nuclear ribonucleoprotein Sm D1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
425	a	sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	24.60	Homo sapiens OX=9606	Small nuclear ribonucleoprotein Sm D2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2C(57.0215)		
426	a	sp|P62318|SMD3_HUMAN	P62318	SMD3_HUMAN	SNRPD3	126	43.70	Homo sapiens OX=9606	Small nuclear ribonucleoprotein Sm D3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	10C(57.0215), 12C(57.0215)		
427	a	sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	6.20	Homo sapiens OX=9606	26S proteasome regulatory subunit 10B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
428	a	sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	10.90	Homo sapiens OX=9606	60S ribosomal protein L7a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	2C(57.0215)		
429	a	sp|P62491|RB11A_HUMAN	P62491	RB11A_HUMAN	RAB11A	216	11.10	Homo sapiens OX=9606	Ras-related protein Rab-11A 	1:Experimental evidence at protein level	1.0000	0.9986	2	0	2	2	0	2	     0	     0	     0			sp|Q15907|RB11B_HUMAN
430	a	sp|P62495|ERF1_HUMAN	P62495	ERF1_HUMAN	ETF1	437	8.20	Homo sapiens OX=9606	Eukaryotic peptide chain release factor subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	18C(57.0215)		
431	a	sp|P62633|CNBP_HUMAN	P62633	CNBP_HUMAN	CNBP	177	15.80	Homo sapiens OX=9606	Cellular nucleic acid-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	11C(57.0215), 13C(57.0215), 1C(57.0215)		
432	a	sp|P62714|PP2AB_HUMAN	P62714	PP2AB_HUMAN	PPP2CB	309	14.90	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	11C(57.0215)		sp|P67775|PP2AA_HUMAN
433	a	sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	12.20	Homo sapiens OX=9606	60S ribosomal protein L23a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
434	a	sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	10.40	Homo sapiens OX=9606	40S ribosomal protein S6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
435	a	sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	19.40	Homo sapiens OX=9606	GTP-binding nuclear protein Ran 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	10C(57.0215), 2C(57.0215), N-term(42.0106)		
436	a	sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	25.00	Homo sapiens OX=9606	60S ribosomal protein L23 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	13C(57.0215)		
437	a	sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	30.30	Homo sapiens OX=9606	40S ribosomal protein S15 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
438	a	sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	21.70	Homo sapiens OX=9606	40S ribosomal protein S26 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	4C(57.0215), 7C(57.0215)		sp|Q5JNZ5|RS26L_HUMAN
439	a	sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	33.00	Homo sapiens OX=9606	60S ribosomal protein L30 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0	17C(57.0215)		
440	a	sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	31.30	Homo sapiens OX=9606	60S ribosomal protein L10a 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	12C(57.0215), 3C(57.0215), 4C(57.0215)	Pro->HAVA(18.010500)	
441	a	sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	35.80	Homo sapiens OX=9606	60S ribosomal protein L8 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	     0	     0	     0	14M(15.9949), 18C(57.0215), 21C(57.0215), 22C(57.0215), 4M(15.9949)		
442	a	sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	23.30	Homo sapiens OX=9606	Transformer-2 protein homolog beta 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	7C(57.0215), 8C(57.0215)	Phospho(79.966300)	
443	a	sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	9.00	Homo sapiens OX=9606	AP-2 complex subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	3	5	3	3	     0	     0	     0	12C(57.0215)		
444	a	sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	38.00	Homo sapiens OX=9606	14-3-3 protein zeta/delta 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	13	12	13	     0	     0	     0			
445	a	sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	25.80	Homo sapiens OX=9606	S-phase kinase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0			
446	a	sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	36.30	Homo sapiens OX=9606	Receptor of activated protein C kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	     0	     0	     0	14C(57.0215), 15C(57.0215), 22C(57.0215), 6C(57.0215)		
447	a	sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	21.80	Homo sapiens	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0		Carbamyl(43.005800)	
448	a	sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	4.20	Homo sapiens OX=9606	General transcription factor II-I 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
449	a	sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	22.60	Homo sapiens OX=9606	T-complex protein 1 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0	1M(15.9949), 7C(57.0215)		
450	a	sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	9.80	Homo sapiens OX=9606	mRNA export factor 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
451	a	sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	11.80	Homo sapiens OX=9606	DNA-dependent protein kinase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	29	29	29	31	31	31	     0	     0	     0	10C(57.0215), 11C(57.0215), 12C(57.0215), 16C(57.0215), 17C(57.0215), 18C(57.0215), 1C(57.0215), 2C(57.0215), 5C(57.0215), 6M(15.9949), 8C(57.0215), 9C(57.0215)		
452	a	sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	55.10	Homo sapiens OX=9606	Brain acid soluble protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	12	12	12	     0	     0	     0		Cation:Fe[III](52.911400)	
453	a	sp|P82970|HMGN5_HUMAN	P82970	HMGN5_HUMAN	HMGN5	282	17.70	Homo sapiens OX=9606	High mobility group nucleosome-binding domain-containing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
454	a	sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	13.30	Homo sapiens OX=9606	60S ribosomal protein L19 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
455	a	sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	21.00	Homo sapiens OX=9606	RNA-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0		Dimethyl(28.031300)	
456	a	sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	4.00	Homo sapiens OX=9606	Vigilin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
457	a	sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	12.90	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
458	a	sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	30.30	Homo sapiens OX=9606	Sorbitol dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	10C(57.0215), 20C(57.0215), 23C(57.0215)		
459	a	sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	22.90	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	17	17	17	     0	     0	     0	11C(57.0215), 19C(57.0215), 21C(57.0215), 25C(57.0215), 27C(57.0215), 4M(15.9949), 8C(57.0215)	Phospho(79.966300)	
460	a	sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	10.90	Homo sapiens OX=9606	Nucleolysin TIAR 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
461	a	sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	17.60	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
462	a	sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	18.70	Homo sapiens OX=9606	Adenylyl cyclase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	9C(57.0215)		
463	a	sp|Q01628|IFM3_HUMAN	Q01628	IFM3_HUMAN	IFITM3	133	18.80	Homo sapiens OX=9606	Interferon-induced transmembrane protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
464	a	sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	7.70	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, platelet type 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	3	2	3	     0	     0	     0	3C(57.0215), 6C(57.0215)		
465	a	sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	5.50	Homo sapiens OX=9606	RNA-binding protein EWS 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
466	a	sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	16.60	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	5C(57.0215), 9C(57.0215)		
467	a	sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	4.10	Homo sapiens OX=9606	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
468	a	sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	30.60	Homo sapiens OX=9606	60S ribosomal protein L6 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0			
469	a	sp|Q04637|IF4G1_HUMAN	Q04637	IF4G1_HUMAN	EIF4G1	1599	5.90	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	6C(57.0215)		
470	a	sp|Q04760|LGUL_HUMAN	Q04760	LGUL_HUMAN	GLO1	184	38.60	Homo sapiens OX=9606	Lactoylglutathione lyase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	16C(57.0215), 18C(57.0215), 19C(57.0215), N-term(42.0106)		
471	a	sp|Q06033|ITIH3_HUMAN	Q06033	ITIH3_HUMAN	ITIH3	890	3.40	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
472	a	sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	9.20	Homo sapiens OX=9606	Proteasome activator complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
473	a	sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	36.70	Homo sapiens	Peroxiredoxin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	11	10	10	     0	     0	     0	15C(57.0215), 3C(57.0215), 5C(57.0215)	Delta:H(4)C(3)(40.031300), Delta:H(4)C(3)(40.031300)	
474	a	sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	25.90	Homo sapiens OX=9606	Complement component 1 Q subcomponent-binding protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	6C(57.0215)		
475	a	sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	10.80	Homo sapiens OX=9606	KH domain-containing, RNA-binding, signal transduction-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
476	a	sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	13.30	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0			
477	a	sp|Q07960|RHG01_HUMAN	Q07960	RHG01_HUMAN	ARHGAP1	439	7.10	Homo sapiens OX=9606	Rho GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
478	a	sp|Q08211|DHX9_HUMAN	Q08211	DHX9_HUMAN	DHX9	1270	14.70	Homo sapiens OX=9606	ATP-dependent RNA helicase A 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	     0	     0	     0	10C(57.0215), 12C(57.0215), 14C(57.0215), 18C(57.0215), 5C(57.0215)		
479	a	sp|Q08945|SSRP1_HUMAN	Q08945	SSRP1_HUMAN	SSRP1	709	8.20	Homo sapiens OX=9606	FACT complex subunit SSRP1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	15C(57.0215), 18C(57.0215)		
480	a	sp|Q08J23|NSUN2_HUMAN	Q08J23	NSUN2_HUMAN	NSUN2	767	19.60	Homo sapiens OX=9606	RNA cytosine C(5)-methyltransferase NSUN2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	13C(57.0215), 18C(57.0215), 5C(57.0215)		
481	a	sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	17.60	Homo sapiens OX=9606	Histone-binding protein RBBP4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11C(57.0215), 14C(57.0215)		
482	a	sp|Q09666|AHNK_HUMAN	Q09666	AHNK_HUMAN	AHNAK	5890	16.90	Homo sapiens OX=9606	Neuroblast differentiation-associated protein AHNAK 	1:Experimental evidence at protein level	1.0000	0.9990	40	40	40	49	49	49	     0	     0	     0	21C(57.0215), 3M(15.9949)		
483	a	sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	9.30	Homo sapiens OX=9606	AP-1 complex subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	     0	     0	     0	6C(57.0215)		
484	a	sp|Q12792|TWF1_HUMAN	Q12792	TWF1_HUMAN	TWF1	350	9.10	Homo sapiens OX=9606	Twinfilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
485	a	sp|Q12797|ASPH_HUMAN	Q12797	ASPH_HUMAN	ASPH	758	7.50	Homo sapiens OX=9606	Aspartyl/asparaginyl beta-hydroxylase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
486	a	sp|Q12904|AIMP1_HUMAN	Q12904	AIMP1_HUMAN	AIMP1	312	24.00	Homo sapiens OX=9606	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	15C(57.0215)		
487	a	sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	24.60	Homo sapiens OX=9606	Interleukin enhancer-binding factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
488	a	sp|Q12931|TRAP1_HUMAN	Q12931	TRAP1_HUMAN	TRAP1	704	12.90	Homo sapiens OX=9606	Heat shock protein 75 kDa, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	8	5	5	     0	     0	     0			
489	a	sp|Q13151|ROA0_HUMAN	Q13151	ROA0_HUMAN	HNRNPA0	305	13.40	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A0 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	12C(57.0215)		
490	a	sp|Q13155|AIMP2_HUMAN	Q13155	AIMP2_HUMAN	AIMP2	320	14.10	Homo sapiens OX=9606	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
491	a	sp|Q13162|PRDX4_HUMAN	Q13162	PRDX4_HUMAN	PRDX4	271	30.60	Homo sapiens OX=9606	Peroxiredoxin-4 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	7	6	6	     0	     0	     0	5C(57.0215), 6C(57.0215)		
492	a	sp|Q13200|PSMD2_HUMAN	Q13200	PSMD2_HUMAN	PSMD2	908	9.70	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	3C(57.0215)		
493	a	sp|Q13242|SRSF9_HUMAN	Q13242	SRSF9_HUMAN	SRSF9	221	8.60	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 9 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	8C(57.0215)		
494	a	sp|Q13263|TIF1B_HUMAN	Q13263	TIF1B_HUMAN	TRIM28	835	38.10	Homo sapiens OX=9606	Transcription intermediary factor 1-beta 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	     0	     0	     0	11C(57.0215), 12C(57.0215), 15C(57.0215), 16C(57.0215), 25C(57.0215), 28C(57.0215), 33C(57.0215), 36C(57.0215), 37C(57.0215), 38C(57.0215), 41C(57.0215), 4C(57.0215), 8C(57.0215), 9C(57.0215), N-term(42.0106)		
495	a	sp|Q13283|G3BP1_HUMAN	Q13283	G3BP1_HUMAN	G3BP1	466	30.30	Homo sapiens OX=9606	Ras GTPase-activating protein-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0		Phospho(79.966300)	
496	a	sp|Q13310|PABP4_HUMAN	Q13310	PABP4_HUMAN	PABPC4	644	6.10	Homo sapiens OX=9606	Polyadenylate-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	3	2	2	     0	     0	     0			
497	a	sp|Q13347|EIF3I_HUMAN	Q13347	EIF3I_HUMAN	EIF3I	325	30.80	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit I 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	12C(57.0215)		
498	a	sp|Q13423|NNTM_HUMAN	Q13423	NNTM_HUMAN	NNT	1086	5.60	Homo sapiens OX=9606	NAD(P) transhydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
